level	start	end	color	opacity	title
3	526756	527120	#00c3ff	1.0	Message Send Remote Context Response total=364 us start=526756 us stop=527120 us
4	527151	527169	#006fff	1.0	Scheduler initiated by="Operation <0>" total=18 us start=527151 us stop=527169 us
4	527184	527185	#003fff	1.0	State Analaysis initiated by="structured_partition <64>" total=1 us start=527184 us stop=527185 us
4	527189	527191	#FFC0CB	1.0	ProfTask total=2 us start=527189 us stop=527191 us
4	527192	527594	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="structured_partition <64>" total=15003 us start=527192 us stop=542195 us (wait for 14584 us)
4	527594	542169	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="structured_partition <64>" total=15003 us start=527192 us stop=542195 us (wait for 14584 us)
4	542169	542178	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="structured_partition <64>" total=15003 us start=527192 us stop=542195 us (wait for 14584 us)
4	542178	542195	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="structured_partition <64>" total=15003 us start=527192 us stop=542195 us (wait for 14584 us)
3	527598	527600	#FFC0CB	1.0	ProfTask <64> total=2 us start=527598 us stop=527600 us
3	527703	541816	#3dff00	1.0	Message Send Logical Region Node total=14113 us start=527703 us stop=541816 us
2	528717	529894	#ff0059	1.0	Message Send Index Space Node total=1177 us start=528717 us stop=529894 us
2	529904	536112	#ffdd00	1.0	Message Index Space Destruction total=6208 us start=529904 us stop=536112 us
2	536113	536118	#97ff00	1.0	Message Send Index Space Return total=5 us start=536113 us stop=536118 us
2	539556	540560	#00b7ff	1.0	Message Send Field Space Node total=1004 us start=539556 us stop=540560 us
2	540568	540755	#00c9ff	1.0	Message Field Space Destruction total=187 us start=540568 us stop=540755 us
1	540755	540926	#002dff	1.0	Message Send Field Space Return total=171 us start=540755 us stop=540926 us
3	541825	541999	#67ff00	1.0	Message Logical Region Destruction total=174 us start=541825 us stop=541999 us
2	541999	542171	#007bff	1.0	Message Send Top Level Region Return total=172 us start=541999 us stop=542171 us
4	542202	542203	#FFC0CB	1.0	ProfTask <64> total=1 us start=542202 us stop=542203 us
4	542214	542216	#ff00e3	1.0	Decrement Pending Task initiated by="structured_partition <64>" total=2 us start=542214 us stop=542216 us
4	542221	542222	#FFC0CB	1.0	ProfTask <64> total=1 us start=542221 us stop=542222 us
4	559681	567097	#006600	1.0	Post initiated by="structured_partition <64>" total=7416 us start=559681 us stop=567097 us
4	567107	567295	#cdff00	1.0	Message Send Index Partition Child Request total=188 us start=567107 us stop=567295 us
4	567301	567303	#FFC0CB	1.0	ProfTask <64> total=2 us start=567301 us stop=567303 us
4	567305	567306	#FFC0CB	1.0	ProfTask <64> total=1 us start=567305 us stop=567306 us
4	567396	568239	#00ffcf	1.0	Message Send Index Space Request total=843 us start=567396 us stop=568239 us
4	568674	568681	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=568674 us stop=568681 us
4	568731	568744	#00ffcf	1.0	Message Send Index Space Request total=13 us start=568731 us stop=568744 us
4	568804	568810	#cdff00	1.0	Message Send Index Partition Child Request total=6 us start=568804 us stop=568810 us
4	568863	568876	#00ffcf	1.0	Message Send Index Space Request total=13 us start=568863 us stop=568876 us
4	568932	568939	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=568932 us stop=568939 us
4	568981	568993	#00ffcf	1.0	Message Send Index Space Request total=12 us start=568981 us stop=568993 us
4	569047	569054	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=569047 us stop=569054 us
4	569099	569112	#00ffcf	1.0	Message Send Index Space Request total=13 us start=569099 us stop=569112 us
4	569167	569174	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=569167 us stop=569174 us
4	569217	569231	#00ffcf	1.0	Message Send Index Space Request total=14 us start=569217 us stop=569231 us
4	569299	569306	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=569299 us stop=569306 us
4	569352	569364	#00ffcf	1.0	Message Send Index Space Request total=12 us start=569352 us stop=569364 us
4	569422	569428	#cdff00	1.0	Message Send Index Partition Child Request total=6 us start=569422 us stop=569428 us
4	569473	569485	#00ffcf	1.0	Message Send Index Space Request total=12 us start=569473 us stop=569485 us
4	569542	569548	#cdff00	1.0	Message Send Index Partition Child Request total=6 us start=569542 us stop=569548 us
4	569603	569615	#00ffcf	1.0	Message Send Index Space Request total=12 us start=569603 us stop=569615 us
4	569681	569687	#cdff00	1.0	Message Send Index Partition Child Request total=6 us start=569681 us stop=569687 us
4	569734	569746	#00ffcf	1.0	Message Send Index Space Request total=12 us start=569734 us stop=569746 us
4	569801	569808	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=569801 us stop=569808 us
4	569864	569876	#00ffcf	1.0	Message Send Index Space Request total=12 us start=569864 us stop=569876 us
4	569930	569937	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=569930 us stop=569937 us
4	569983	569994	#00ffcf	1.0	Message Send Index Space Request total=11 us start=569983 us stop=569994 us
4	570061	570068	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=570061 us stop=570068 us
4	570118	570129	#00ffcf	1.0	Message Send Index Space Request total=11 us start=570118 us stop=570129 us
4	570186	570192	#cdff00	1.0	Message Send Index Partition Child Request total=6 us start=570186 us stop=570192 us
4	570240	570252	#00ffcf	1.0	Message Send Index Space Request total=12 us start=570240 us stop=570252 us
4	570305	570312	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=570305 us stop=570312 us
4	570358	570371	#00ffcf	1.0	Message Send Index Space Request total=13 us start=570358 us stop=570371 us
4	570436	570442	#cdff00	1.0	Message Send Index Partition Child Request total=6 us start=570436 us stop=570442 us
4	570487	570499	#00ffcf	1.0	Message Send Index Space Request total=12 us start=570487 us stop=570499 us
4	658545	658556	#ff0095	1.0	Message Send Index Space Colors Request total=11 us start=658545 us stop=658556 us
4	658724	658731	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=658724 us stop=658731 us
4	658802	658808	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=658802 us stop=658808 us
4	658906	658912	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=658906 us stop=658912 us
4	658986	658992	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=658986 us stop=658992 us
4	659063	659069	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=659063 us stop=659069 us
4	659441	659447	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=659441 us stop=659447 us
4	659615	659622	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=659615 us stop=659622 us
4	660720	660726	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=660720 us stop=660726 us
4	660815	660821	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=660815 us stop=660821 us
4	660898	660906	#ff0095	1.0	Message Send Index Space Colors Request total=8 us start=660898 us stop=660906 us
4	660974	660981	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=660974 us stop=660981 us
4	661057	661063	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=661057 us stop=661063 us
4	661135	661141	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=661135 us stop=661141 us
4	661214	661220	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=661214 us stop=661220 us
4	661293	661299	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=661293 us stop=661299 us
4	692133	708479	#00edff	1.0	Message Send Instance Request total=16346 us start=692133 us stop=708479 us
4	708485	708487	#FFC0CB	1.0	ProfTask <353> total=2 us start=708485 us stop=708487 us
4	753575	756610	#ff0035	1.0	Message Send Manager Request total=3035 us start=753575 us stop=756610 us
4	760099	760122	#01ff00	1.0	Message Send Constraint Request total=23 us start=760099 us stop=760122 us
4	764636	764645	#fffb00	1.0	Message Distributed GC Update total=9 us start=764636 us stop=764645 us
4	764651	764658	#07ff00	1.0	Message Distributed Valid Update total=7 us start=764651 us stop=764658 us
4	764665	764665	#07ff00	1.0	Message Distributed Valid Update total=0 us start=764665 us stop=764665 us
4	764737	765223	#ff00bf	1.0	Message Send GC Priority Update total=486 us start=764737 us stop=765223 us
4	765231	766243	#b5ff00	1.0	Message Send Create Top View Request total=1012 us start=765231 us stop=766243 us
4	769378	769678	#ff004d	1.0	Message Send View Request total=300 us start=769378 us stop=769678 us
4	769776	769783	#fffb00	1.0	Message Distributed GC Update total=7 us start=769776 us stop=769783 us
4	769877	770773	#00b1ff	1.0	Message Task Message total=896 us start=769877 us stop=770773 us
4	770867	770910	#00ffcf	1.0	Message Send Index Space Request total=43 us start=770867 us stop=770910 us
4	770994	771028	#00ffcf	1.0	Message Send Index Space Request total=34 us start=770994 us stop=771028 us
4	771033	771056	#006fff	1.0	Scheduler initiated by="Operation <0>" total=23 us start=771033 us stop=771056 us
4	771069	771100	#003fff	1.0	State Analaysis initiated by="init <96> (<-init <81> (<-init <49>))" total=31 us start=771069 us stop=771100 us
4	771106	771107	#FFC0CB	1.0	ProfTask total=1 us start=771106 us stop=771107 us
4	771109	771164	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <96> (<-init <81> (<-init <49>))" total=55 us start=771109 us stop=771164 us
4	771170	771171	#FFC0CB	1.0	ProfTask <96> total=1 us start=771170 us stop=771171 us
4	771173	771173	#FFC0CB	1.0	ProfTask <96> total=0 us start=771173 us stop=771173 us
4	771181	771182	#ff00e3	1.0	Decrement Pending Task initiated by="init <112> (<-init <96> (<-init <81> (<-init <49>)))" total=1 us start=771181 us stop=771182 us
4	771187	771187	#FFC0CB	1.0	ProfTask <112> total=0 us start=771187 us stop=771187 us
4	778325	778390	#00ffcf	1.0	Message Send Index Space Request total=65 us start=778325 us stop=778390 us
4	778580	778623	#00ffcf	1.0	Message Send Index Space Request total=43 us start=778580 us stop=778623 us
4	778805	778839	#00ffcf	1.0	Message Send Index Space Request total=34 us start=778805 us stop=778839 us
4	779009	779049	#00ffcf	1.0	Message Send Index Space Request total=40 us start=779009 us stop=779049 us
4	779204	779236	#00ffcf	1.0	Message Send Index Space Request total=32 us start=779204 us stop=779236 us
4	779340	779371	#00ffcf	1.0	Message Send Index Space Request total=31 us start=779340 us stop=779371 us
4	779477	779513	#00ffcf	1.0	Message Send Index Space Request total=36 us start=779477 us stop=779513 us
4	779793	779830	#00ffcf	1.0	Message Send Index Space Request total=37 us start=779793 us stop=779830 us
4	779936	779972	#00ffcf	1.0	Message Send Index Space Request total=36 us start=779936 us stop=779972 us
4	780074	780105	#00ffcf	1.0	Message Send Index Space Request total=31 us start=780074 us stop=780105 us
4	780208	780247	#00ffcf	1.0	Message Send Index Space Request total=39 us start=780208 us stop=780247 us
4	780352	780385	#00ffcf	1.0	Message Send Index Space Request total=33 us start=780352 us stop=780385 us
4	811659	821704	#00edff	1.0	Message Send Instance Request total=10045 us start=811659 us stop=821704 us
3	820664	821189	#3dff00	1.0	Message Send Logical Region Node total=525 us start=820664 us stop=821189 us
2	820879	820890	#ff0059	1.0	Message Send Index Space Node total=11 us start=820879 us stop=820890 us
2	820900	820903	#ffdd00	1.0	Message Index Space Destruction total=3 us start=820900 us stop=820903 us
1	820903	820909	#97ff00	1.0	Message Send Index Space Return total=6 us start=820903 us stop=820909 us
2	821145	821153	#00b7ff	1.0	Message Send Field Space Node total=8 us start=821145 us stop=821153 us
2	821161	821167	#00c9ff	1.0	Message Field Space Destruction total=6 us start=821161 us stop=821167 us
2	821168	821170	#002dff	1.0	Message Send Field Space Return total=2 us start=821168 us stop=821170 us
3	821193	821196	#67ff00	1.0	Message Logical Region Destruction total=3 us start=821193 us stop=821196 us
2	821196	821198	#007bff	1.0	Message Send Top Level Region Return total=2 us start=821196 us stop=821198 us
3	821522	821540	#0057ff	1.0	Message Send Index Partition Node total=18 us start=821522 us stop=821540 us
3	821551	821562	#ff6b00	1.0	Message Index Partition Destruction total=11 us start=821551 us stop=821562 us
2	821562	821568	#ff0059	1.0	Message Send Index Space Node total=6 us start=821562 us stop=821568 us
3	821573	821575	#ffdd00	1.0	Message Index Space Destruction total=2 us start=821573 us stop=821575 us
2	821575	821577	#97ff00	1.0	Message Send Index Space Return total=2 us start=821575 us stop=821577 us
4	821710	821712	#FFC0CB	1.0	ProfTask <865> total=2 us start=821710 us stop=821712 us
4	821819	821835	#ff0035	1.0	Message Send Manager Request total=16 us start=821819 us stop=821835 us
4	822039	822052	#01ff00	1.0	Message Send Constraint Request total=13 us start=822039 us stop=822052 us
4	822305	822318	#fffb00	1.0	Message Distributed GC Update total=13 us start=822305 us stop=822318 us
4	822390	822394	#07ff00	1.0	Message Distributed Valid Update total=4 us start=822390 us stop=822394 us
4	822401	822402	#07ff00	1.0	Message Distributed Valid Update total=1 us start=822401 us stop=822402 us
4	822776	822782	#ff00bf	1.0	Message Send GC Priority Update total=6 us start=822776 us stop=822782 us
4	822812	822834	#b5ff00	1.0	Message Send Create Top View Request total=22 us start=822812 us stop=822834 us
4	823334	823348	#ff004d	1.0	Message Send View Request total=14 us start=823334 us stop=823348 us
4	824066	824074	#fffb00	1.0	Message Distributed GC Update total=8 us start=824066 us stop=824074 us
4	824116	824215	#00b1ff	1.0	Message Task Message total=99 us start=824116 us stop=824215 us
4	824224	824252	#006fff	1.0	Scheduler initiated by="Operation <0>" total=28 us start=824224 us stop=824252 us
4	824271	824273	#003fff	1.0	State Analaysis initiated by="trans <128> (<-trans <609> (<-trans <193>))" total=2 us start=824271 us stop=824273 us
4	824277	824280	#FFC0CB	1.0	ProfTask total=3 us start=824277 us stop=824280 us
4	824282	824305	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="trans <128> (<-trans <609> (<-trans <193>))" total=23 us start=824282 us stop=824305 us
4	824309	824310	#FFC0CB	1.0	ProfTask <128> total=1 us start=824309 us stop=824310 us
4	824312	824312	#FFC0CB	1.0	ProfTask <128> total=0 us start=824312 us stop=824312 us
4	825971	825985	#19ff00	1.0	Message Individual Remote Mapped total=14 us start=825971 us stop=825985 us
4	825991	825993	#b500ff	1.0	Trigger Complete initiated by="main <16>" total=2 us start=825991 us stop=825993 us
4	826001	826002	#FFC0CB	1.0	ProfTask <16> total=1 us start=826001 us stop=826002 us
4	844360	845319	#006600	1.0	Post initiated by="init <112> (<-init <96> (<-init <81> (<-init <49>)))" total=959 us start=844360 us stop=845319 us
4	845328	845330	#ff00e3	1.0	Decrement Pending Task initiated by="trans <144> (<-trans <128> (<-trans <609> (<-trans <193>)))" total=2 us start=845328 us stop=845330 us
4	845334	845336	#FFC0CB	1.0	ProfTask <112> total=2 us start=845334 us stop=845336 us
4	845338	845339	#FFC0CB	1.0	ProfTask <112> total=1 us start=845338 us stop=845339 us
4	845340	845340	#FFC0CB	1.0	ProfTask <144> total=0 us start=845340 us stop=845340 us
4	891695	891788	#006600	1.0	Post initiated by="trans <144> (<-trans <128> (<-trans <609> (<-trans <193>)))" total=93 us start=891695 us stop=891788 us
4	891795	891798	#FFC0CB	1.0	ProfTask <144> total=3 us start=891795 us stop=891798 us
4	891800	891803	#FFC0CB	1.0	ProfTask <144> total=3 us start=891800 us stop=891803 us
4	933655	937803	#1300ff	1.0	Message Send Back Logical State total=4148 us start=933655 us stop=937803 us
4	937804	937831	#1300ff	1.0	Message Send Back Logical State total=27 us start=937804 us stop=937831 us
3	937831	937871	#1300ff	1.0	Message Send Back Logical State total=40 us start=937831 us stop=937871 us
4	937871	937899	#1300ff	1.0	Message Send Back Logical State total=28 us start=937871 us stop=937899 us
3	937899	937924	#1300ff	1.0	Message Send Back Logical State total=25 us start=937899 us stop=937924 us
4	937925	937951	#1300ff	1.0	Message Send Back Logical State total=26 us start=937925 us stop=937951 us
3	937951	937976	#1300ff	1.0	Message Send Back Logical State total=25 us start=937951 us stop=937976 us
4	937976	938003	#1300ff	1.0	Message Send Back Logical State total=27 us start=937976 us stop=938003 us
3	938003	938028	#1300ff	1.0	Message Send Back Logical State total=25 us start=938003 us stop=938028 us
4	938028	938054	#1300ff	1.0	Message Send Back Logical State total=26 us start=938028 us stop=938054 us
4	938055	938084	#1300ff	1.0	Message Send Back Logical State total=29 us start=938055 us stop=938084 us
3	938084	938114	#1300ff	1.0	Message Send Back Logical State total=30 us start=938084 us stop=938114 us
4	938114	938142	#1300ff	1.0	Message Send Back Logical State total=28 us start=938114 us stop=938142 us
3	938142	938166	#1300ff	1.0	Message Send Back Logical State total=24 us start=938142 us stop=938166 us
4	938166	938199	#1300ff	1.0	Message Send Back Logical State total=33 us start=938166 us stop=938199 us
3	938199	938224	#1300ff	1.0	Message Send Back Logical State total=25 us start=938199 us stop=938224 us
4	938224	938806	#1300ff	1.0	Message Send Back Logical State total=582 us start=938224 us stop=938806 us
4	938807	938830	#1300ff	1.0	Message Send Back Logical State total=23 us start=938807 us stop=938830 us
3	938830	938867	#1300ff	1.0	Message Send Back Logical State total=37 us start=938830 us stop=938867 us
4	938867	939018	#1300ff	1.0	Message Send Back Logical State total=151 us start=938867 us stop=939018 us
3	938900	938929	#9d00ff	1.0	Message Send Remote Context Free total=29 us start=938900 us stop=938929 us
3	938955	938966	#ff0059	1.0	Message Send Index Space Node total=11 us start=938955 us stop=938966 us
3	938971	938974	#ffdd00	1.0	Message Index Space Destruction total=3 us start=938971 us stop=938974 us
2	938974	938978	#97ff00	1.0	Message Send Index Space Return total=4 us start=938974 us stop=938978 us
3	939018	939126	#1300ff	1.0	Message Send Back Logical State total=108 us start=939018 us stop=939126 us
4	939071	939078	#ff0059	1.0	Message Send Index Space Node total=7 us start=939071 us stop=939078 us
4	939084	939086	#ffdd00	1.0	Message Index Space Destruction total=2 us start=939084 us stop=939086 us
2	939086	939088	#97ff00	1.0	Message Send Index Space Return total=2 us start=939086 us stop=939088 us
4	939126	939234	#1300ff	1.0	Message Send Back Logical State total=108 us start=939126 us stop=939234 us
3	939183	939189	#ff0059	1.0	Message Send Index Space Node total=6 us start=939183 us stop=939189 us
3	939197	939200	#ffdd00	1.0	Message Index Space Destruction total=3 us start=939197 us stop=939200 us
2	939200	939202	#97ff00	1.0	Message Send Index Space Return total=2 us start=939200 us stop=939202 us
3	939234	939336	#1300ff	1.0	Message Send Back Logical State total=102 us start=939234 us stop=939336 us
4	939284	939290	#ff0059	1.0	Message Send Index Space Node total=6 us start=939284 us stop=939290 us
4	939296	939298	#ffdd00	1.0	Message Index Space Destruction total=2 us start=939296 us stop=939298 us
2	939298	939300	#97ff00	1.0	Message Send Index Space Return total=2 us start=939298 us stop=939300 us
4	939336	939436	#1300ff	1.0	Message Send Back Logical State total=100 us start=939336 us stop=939436 us
3	939390	939396	#ff0059	1.0	Message Send Index Space Node total=6 us start=939390 us stop=939396 us
3	939402	939404	#ffdd00	1.0	Message Index Space Destruction total=2 us start=939402 us stop=939404 us
2	939404	939405	#97ff00	1.0	Message Send Index Space Return total=1 us start=939404 us stop=939405 us
3	939436	939543	#1300ff	1.0	Message Send Back Logical State total=107 us start=939436 us stop=939543 us
4	939493	939499	#ff0059	1.0	Message Send Index Space Node total=6 us start=939493 us stop=939499 us
4	939505	939507	#ffdd00	1.0	Message Index Space Destruction total=2 us start=939505 us stop=939507 us
2	939507	939508	#97ff00	1.0	Message Send Index Space Return total=1 us start=939507 us stop=939508 us
4	939543	939648	#1300ff	1.0	Message Send Back Logical State total=105 us start=939543 us stop=939648 us
3	939598	939603	#ff0059	1.0	Message Send Index Space Node total=5 us start=939598 us stop=939603 us
3	939609	939611	#ffdd00	1.0	Message Index Space Destruction total=2 us start=939609 us stop=939611 us
2	939611	939613	#97ff00	1.0	Message Send Index Space Return total=2 us start=939611 us stop=939613 us
3	939648	939753	#1300ff	1.0	Message Send Back Logical State total=105 us start=939648 us stop=939753 us
4	939705	939710	#ff0059	1.0	Message Send Index Space Node total=5 us start=939705 us stop=939710 us
4	939716	939718	#ffdd00	1.0	Message Index Space Destruction total=2 us start=939716 us stop=939718 us
2	939718	939720	#97ff00	1.0	Message Send Index Space Return total=2 us start=939718 us stop=939720 us
4	939754	939855	#1300ff	1.0	Message Send Back Logical State total=101 us start=939754 us stop=939855 us
3	939805	939810	#ff0059	1.0	Message Send Index Space Node total=5 us start=939805 us stop=939810 us
3	939816	939818	#ffdd00	1.0	Message Index Space Destruction total=2 us start=939816 us stop=939818 us
2	939818	939820	#97ff00	1.0	Message Send Index Space Return total=2 us start=939818 us stop=939820 us
4	939858	939973	#1300ff	1.0	Message Send Back Logical State total=115 us start=939858 us stop=939973 us
3	939919	939925	#ff0059	1.0	Message Send Index Space Node total=6 us start=939919 us stop=939925 us
3	939931	939933	#ffdd00	1.0	Message Index Space Destruction total=2 us start=939931 us stop=939933 us
2	939933	939935	#97ff00	1.0	Message Send Index Space Return total=2 us start=939933 us stop=939935 us
3	939973	940220	#1300ff	1.0	Message Send Back Logical State total=247 us start=939973 us stop=940220 us
4	940024	940030	#ff0059	1.0	Message Send Index Space Node total=6 us start=940024 us stop=940030 us
4	940036	940037	#ffdd00	1.0	Message Index Space Destruction total=1 us start=940036 us stop=940037 us
4	940038	940039	#97ff00	1.0	Message Send Index Space Return total=1 us start=940038 us stop=940039 us
4	940221	940325	#1300ff	1.0	Message Send Back Logical State total=104 us start=940221 us stop=940325 us
3	940275	940280	#ff0059	1.0	Message Send Index Space Node total=5 us start=940275 us stop=940280 us
3	940286	940288	#ffdd00	1.0	Message Index Space Destruction total=2 us start=940286 us stop=940288 us
2	940288	940290	#97ff00	1.0	Message Send Index Space Return total=2 us start=940288 us stop=940290 us
3	940325	940431	#1300ff	1.0	Message Send Back Logical State total=106 us start=940325 us stop=940431 us
4	940383	940388	#ff0059	1.0	Message Send Index Space Node total=5 us start=940383 us stop=940388 us
4	940394	940395	#ffdd00	1.0	Message Index Space Destruction total=1 us start=940394 us stop=940395 us
2	940395	940397	#97ff00	1.0	Message Send Index Space Return total=2 us start=940395 us stop=940397 us
4	940431	940529	#1300ff	1.0	Message Send Back Logical State total=98 us start=940431 us stop=940529 us
3	940485	940490	#ff0059	1.0	Message Send Index Space Node total=5 us start=940485 us stop=940490 us
3	940495	940497	#ffdd00	1.0	Message Index Space Destruction total=2 us start=940495 us stop=940497 us
2	940497	940499	#97ff00	1.0	Message Send Index Space Return total=2 us start=940497 us stop=940499 us
4	940530	940637	#1300ff	1.0	Message Send Back Logical State total=107 us start=940530 us stop=940637 us
3	940589	940594	#ff0059	1.0	Message Send Index Space Node total=5 us start=940589 us stop=940594 us
3	940600	940602	#ffdd00	1.0	Message Index Space Destruction total=2 us start=940600 us stop=940602 us
2	940602	940603	#97ff00	1.0	Message Send Index Space Return total=1 us start=940602 us stop=940603 us
3	940637	940682	#1300ff	1.0	Message Send Back Logical State total=45 us start=940637 us stop=940682 us
4	940683	940702	#1300ff	1.0	Message Send Back Logical State total=19 us start=940683 us stop=940702 us
3	940702	941766	#ffef00	1.0	Message Individual Remote Complete total=1064 us start=940702 us stop=941766 us
4	941775	942471	#0087ff	1.0	Message Individual Remote Commit total=696 us start=941775 us stop=942471 us
4	942478	942658	#07ff00	1.0	Message Distributed Valid Update total=180 us start=942478 us stop=942658 us
4	942665	942677	#0081ff	1.0	Message Distributed Resource Update total=12 us start=942665 us stop=942677 us
4	942681	942684	#07ff00	1.0	Message Distributed Valid Update total=3 us start=942681 us stop=942684 us
4	942689	942692	#0081ff	1.0	Message Distributed Resource Update total=3 us start=942689 us stop=942692 us
4	942696	942698	#07ff00	1.0	Message Distributed Valid Update total=2 us start=942696 us stop=942698 us
4	942703	942705	#0081ff	1.0	Message Distributed Resource Update total=2 us start=942703 us stop=942705 us
4	942708	942712	#07ff00	1.0	Message Distributed Valid Update total=4 us start=942708 us stop=942712 us
4	942714	942715	#07ff00	1.0	Message Distributed Valid Update total=1 us start=942714 us stop=942715 us
4	942717	942718	#fffb00	1.0	Message Distributed GC Update total=1 us start=942717 us stop=942718 us
4	942720	942723	#0081ff	1.0	Message Distributed Resource Update total=3 us start=942720 us stop=942723 us
4	942725	942727	#07ff00	1.0	Message Distributed Valid Update total=2 us start=942725 us stop=942727 us
4	942729	942732	#0081ff	1.0	Message Distributed Resource Update total=3 us start=942729 us stop=942732 us
4	942734	942737	#07ff00	1.0	Message Distributed Valid Update total=3 us start=942734 us stop=942737 us
4	942745	942748	#0081ff	1.0	Message Distributed Resource Update total=3 us start=942745 us stop=942748 us
4	942759	942762	#07ff00	1.0	Message Distributed Valid Update total=3 us start=942759 us stop=942762 us
4	942766	942769	#0081ff	1.0	Message Distributed Resource Update total=3 us start=942766 us stop=942769 us
4	942772	942774	#07ff00	1.0	Message Distributed Valid Update total=2 us start=942772 us stop=942774 us
4	942779	942781	#0081ff	1.0	Message Distributed Resource Update total=2 us start=942779 us stop=942781 us
4	942785	942788	#07ff00	1.0	Message Distributed Valid Update total=3 us start=942785 us stop=942788 us
4	942791	942794	#0081ff	1.0	Message Distributed Resource Update total=3 us start=942791 us stop=942794 us
4	942798	942801	#07ff00	1.0	Message Distributed Valid Update total=3 us start=942798 us stop=942801 us
4	942805	942808	#0081ff	1.0	Message Distributed Resource Update total=3 us start=942805 us stop=942808 us
4	942812	942814	#07ff00	1.0	Message Distributed Valid Update total=2 us start=942812 us stop=942814 us
4	942819	942822	#0081ff	1.0	Message Distributed Resource Update total=3 us start=942819 us stop=942822 us
4	942826	942828	#07ff00	1.0	Message Distributed Valid Update total=2 us start=942826 us stop=942828 us
4	942831	942834	#0081ff	1.0	Message Distributed Resource Update total=3 us start=942831 us stop=942834 us
4	942837	942840	#07ff00	1.0	Message Distributed Valid Update total=3 us start=942837 us stop=942840 us
4	942843	942846	#0081ff	1.0	Message Distributed Resource Update total=3 us start=942843 us stop=942846 us
4	942850	942853	#07ff00	1.0	Message Distributed Valid Update total=3 us start=942850 us stop=942853 us
