level	start	end	color	opacity	title
4	537402	540147	#00b1ff	1.0	Message Task Message total=2745 us start=537402 us stop=540147 us
3	539462	540119	#00c3ff	1.0	Message Send Remote Context Response total=657 us start=539462 us stop=540119 us
4	540151	540171	#006fff	1.0	Scheduler initiated by="Operation <0>" total=20 us start=540151 us stop=540171 us
4	540187	540189	#003fff	1.0	State Analaysis initiated by="structured_partition <64>" total=2 us start=540187 us stop=540189 us
4	540193	540195	#FFC0CB	1.0	ProfTask total=2 us start=540193 us stop=540195 us
4	540196	540722	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="structured_partition <64>" total=18301 us start=540196 us stop=558497 us (wait for 17758 us)
4	540722	558472	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="structured_partition <64>" total=18301 us start=540196 us stop=558497 us (wait for 17758 us)
4	558472	558480	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="structured_partition <64>" total=18301 us start=540196 us stop=558497 us (wait for 17758 us)
4	558480	558497	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="structured_partition <64>" total=18301 us start=540196 us stop=558497 us (wait for 17758 us)
3	540726	540727	#FFC0CB	1.0	ProfTask <64> total=1 us start=540726 us stop=540727 us
3	540823	557868	#3dff00	1.0	Message Send Logical Region Node total=17045 us start=540823 us stop=557868 us
2	542174	544812	#ff0059	1.0	Message Send Index Space Node total=2638 us start=542174 us stop=544812 us
2	544822	546932	#ffdd00	1.0	Message Index Space Destruction total=2110 us start=544822 us stop=546932 us
2	546933	546938	#97ff00	1.0	Message Send Index Space Return total=5 us start=546933 us stop=546938 us
2	552976	554702	#00b7ff	1.0	Message Send Field Space Node total=1726 us start=552976 us stop=554702 us
2	554710	554938	#00c9ff	1.0	Message Field Space Destruction total=228 us start=554710 us stop=554938 us
1	554938	555286	#002dff	1.0	Message Send Field Space Return total=348 us start=554938 us stop=555286 us
3	557877	558182	#67ff00	1.0	Message Logical Region Destruction total=305 us start=557877 us stop=558182 us
3	558183	558474	#007bff	1.0	Message Send Top Level Region Return total=291 us start=558183 us stop=558474 us
4	558505	558506	#FFC0CB	1.0	ProfTask <64> total=1 us start=558505 us stop=558506 us
4	558518	558519	#ff00e3	1.0	Decrement Pending Task initiated by="structured_partition <64>" total=1 us start=558518 us stop=558519 us
4	558525	558526	#FFC0CB	1.0	ProfTask <64> total=1 us start=558525 us stop=558526 us
4	573834	576179	#006600	1.0	Post initiated by="structured_partition <64>" total=2345 us start=573834 us stop=576179 us
4	576188	576190	#FFC0CB	1.0	ProfTask <64> total=2 us start=576188 us stop=576190 us
4	576192	576193	#FFC0CB	1.0	ProfTask <64> total=1 us start=576192 us stop=576193 us
4	577346	577544	#cdff00	1.0	Message Send Index Partition Child Request total=198 us start=577346 us stop=577544 us
4	577653	578537	#00ffcf	1.0	Message Send Index Space Request total=884 us start=577653 us stop=578537 us
4	579342	579350	#cdff00	1.0	Message Send Index Partition Child Request total=8 us start=579342 us stop=579350 us
4	579402	579415	#00ffcf	1.0	Message Send Index Space Request total=13 us start=579402 us stop=579415 us
4	579472	579479	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=579472 us stop=579479 us
4	579524	579538	#00ffcf	1.0	Message Send Index Space Request total=14 us start=579524 us stop=579538 us
4	579590	579597	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=579590 us stop=579597 us
4	579641	579661	#00ffcf	1.0	Message Send Index Space Request total=20 us start=579641 us stop=579661 us
4	579708	579714	#cdff00	1.0	Message Send Index Partition Child Request total=6 us start=579708 us stop=579714 us
4	579759	579772	#00ffcf	1.0	Message Send Index Space Request total=13 us start=579759 us stop=579772 us
4	579828	579835	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=579828 us stop=579835 us
4	579879	579893	#00ffcf	1.0	Message Send Index Space Request total=14 us start=579879 us stop=579893 us
4	579956	579963	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=579956 us stop=579963 us
4	580008	580021	#00ffcf	1.0	Message Send Index Space Request total=13 us start=580008 us stop=580021 us
4	580073	580080	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=580073 us stop=580080 us
4	580132	580150	#00ffcf	1.0	Message Send Index Space Request total=18 us start=580132 us stop=580150 us
4	580206	580213	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=580206 us stop=580213 us
4	580276	580289	#00ffcf	1.0	Message Send Index Space Request total=13 us start=580276 us stop=580289 us
4	580352	580360	#cdff00	1.0	Message Send Index Partition Child Request total=8 us start=580352 us stop=580360 us
4	580408	580421	#00ffcf	1.0	Message Send Index Space Request total=13 us start=580408 us stop=580421 us
4	580471	580479	#cdff00	1.0	Message Send Index Partition Child Request total=8 us start=580471 us stop=580479 us
4	580536	580550	#00ffcf	1.0	Message Send Index Space Request total=14 us start=580536 us stop=580550 us
4	580600	580608	#cdff00	1.0	Message Send Index Partition Child Request total=8 us start=580600 us stop=580608 us
4	580657	580669	#00ffcf	1.0	Message Send Index Space Request total=12 us start=580657 us stop=580669 us
4	580732	580739	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=580732 us stop=580739 us
4	580783	580798	#00ffcf	1.0	Message Send Index Space Request total=15 us start=580783 us stop=580798 us
4	580848	580856	#cdff00	1.0	Message Send Index Partition Child Request total=8 us start=580848 us stop=580856 us
4	580900	580912	#00ffcf	1.0	Message Send Index Space Request total=12 us start=580900 us stop=580912 us
4	580970	580977	#cdff00	1.0	Message Send Index Partition Child Request total=7 us start=580970 us stop=580977 us
4	581023	581037	#00ffcf	1.0	Message Send Index Space Request total=14 us start=581023 us stop=581037 us
4	581096	581104	#cdff00	1.0	Message Send Index Partition Child Request total=8 us start=581096 us stop=581104 us
4	581145	581158	#00ffcf	1.0	Message Send Index Space Request total=13 us start=581145 us stop=581158 us
4	592493	592506	#ff0095	1.0	Message Send Index Space Colors Request total=13 us start=592493 us stop=592506 us
4	592676	592684	#ff0095	1.0	Message Send Index Space Colors Request total=8 us start=592676 us stop=592684 us
4	592755	592761	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=592755 us stop=592761 us
4	592827	592834	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=592827 us stop=592834 us
4	592911	592918	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=592911 us stop=592918 us
4	592987	592994	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=592987 us stop=592994 us
4	593056	593064	#ff0095	1.0	Message Send Index Space Colors Request total=8 us start=593056 us stop=593064 us
4	593132	593139	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=593132 us stop=593139 us
4	593209	593215	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=593209 us stop=593215 us
4	593326	593333	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=593326 us stop=593333 us
4	593403	593410	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=593403 us stop=593410 us
4	593477	593484	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=593477 us stop=593484 us
4	593552	593559	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=593552 us stop=593559 us
4	593629	593636	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=593629 us stop=593636 us
4	593697	593704	#ff0095	1.0	Message Send Index Space Colors Request total=7 us start=593697 us stop=593704 us
4	593798	593804	#ff0095	1.0	Message Send Index Space Colors Request total=6 us start=593798 us stop=593804 us
4	597577	607833	#00edff	1.0	Message Send Instance Request total=10256 us start=597577 us stop=607833 us
4	607840	607842	#FFC0CB	1.0	ProfTask <353> total=2 us start=607840 us stop=607842 us
4	623493	625821	#ff0035	1.0	Message Send Manager Request total=2328 us start=623493 us stop=625821 us
4	625905	625927	#01ff00	1.0	Message Send Constraint Request total=22 us start=625905 us stop=625927 us
4	629916	629924	#fffb00	1.0	Message Distributed GC Update total=8 us start=629916 us stop=629924 us
4	629930	629937	#07ff00	1.0	Message Distributed Valid Update total=7 us start=629930 us stop=629937 us
4	629940	629942	#07ff00	1.0	Message Distributed Valid Update total=2 us start=629940 us stop=629942 us
4	629990	635413	#ff00bf	1.0	Message Send GC Priority Update total=5423 us start=629990 us stop=635413 us
4	635420	638836	#b5ff00	1.0	Message Send Create Top View Request total=3416 us start=635420 us stop=638836 us
4	642498	643198	#ff004d	1.0	Message Send View Request total=700 us start=642498 us stop=643198 us
4	643294	643300	#fffb00	1.0	Message Distributed GC Update total=6 us start=643294 us stop=643300 us
4	643402	645606	#00b1ff	1.0	Message Task Message total=2204 us start=643402 us stop=645606 us
4	645613	645634	#006fff	1.0	Scheduler initiated by="Operation <0>" total=21 us start=645613 us stop=645634 us
4	645647	645675	#003fff	1.0	State Analaysis initiated by="init <96> (<-init <81> (<-init <49>))" total=28 us start=645647 us stop=645675 us
4	645681	645683	#FFC0CB	1.0	ProfTask total=2 us start=645681 us stop=645683 us
4	645684	645739	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <96> (<-init <81> (<-init <49>))" total=55 us start=645684 us stop=645739 us
4	645745	645746	#FFC0CB	1.0	ProfTask <96> total=1 us start=645745 us stop=645746 us
4	645747	645748	#FFC0CB	1.0	ProfTask <96> total=1 us start=645747 us stop=645748 us
4	645755	645757	#ff00e3	1.0	Decrement Pending Task initiated by="init <112> (<-init <96> (<-init <81> (<-init <49>)))" total=2 us start=645755 us stop=645757 us
4	645762	645762	#FFC0CB	1.0	ProfTask <112> total=0 us start=645762 us stop=645762 us
4	659251	659305	#00ffcf	1.0	Message Send Index Space Request total=54 us start=659251 us stop=659305 us
4	659701	659734	#00ffcf	1.0	Message Send Index Space Request total=33 us start=659701 us stop=659734 us
4	664113	664154	#00ffcf	1.0	Message Send Index Space Request total=41 us start=664113 us stop=664154 us
4	665859	665906	#00ffcf	1.0	Message Send Index Space Request total=47 us start=665859 us stop=665906 us
4	666021	666062	#00ffcf	1.0	Message Send Index Space Request total=41 us start=666021 us stop=666062 us
4	666208	666246	#00ffcf	1.0	Message Send Index Space Request total=38 us start=666208 us stop=666246 us
4	666353	666390	#00ffcf	1.0	Message Send Index Space Request total=37 us start=666353 us stop=666390 us
4	668670	668708	#00ffcf	1.0	Message Send Index Space Request total=38 us start=668670 us stop=668708 us
4	668819	668857	#00ffcf	1.0	Message Send Index Space Request total=38 us start=668819 us stop=668857 us
4	669436	669474	#00ffcf	1.0	Message Send Index Space Request total=38 us start=669436 us stop=669474 us
4	669577	669610	#00ffcf	1.0	Message Send Index Space Request total=33 us start=669577 us stop=669610 us
4	670166	670200	#00ffcf	1.0	Message Send Index Space Request total=34 us start=670166 us stop=670200 us
4	670300	670341	#00ffcf	1.0	Message Send Index Space Request total=41 us start=670300 us stop=670341 us
4	674667	674706	#00ffcf	1.0	Message Send Index Space Request total=39 us start=674667 us stop=674706 us
4	708411	713080	#00edff	1.0	Message Send Instance Request total=4669 us start=708411 us stop=713080 us
3	712386	712794	#3dff00	1.0	Message Send Logical Region Node total=408 us start=712386 us stop=712794 us
2	712607	712619	#ff0059	1.0	Message Send Index Space Node total=12 us start=712607 us stop=712619 us
2	712629	712632	#ffdd00	1.0	Message Index Space Destruction total=3 us start=712629 us stop=712632 us
1	712632	712638	#97ff00	1.0	Message Send Index Space Return total=6 us start=712632 us stop=712638 us
2	712753	712761	#00b7ff	1.0	Message Send Field Space Node total=8 us start=712753 us stop=712761 us
2	712768	712775	#00c9ff	1.0	Message Field Space Destruction total=7 us start=712768 us stop=712775 us
1	712775	712777	#002dff	1.0	Message Send Field Space Return total=2 us start=712775 us stop=712777 us
3	712799	712802	#67ff00	1.0	Message Logical Region Destruction total=3 us start=712799 us stop=712802 us
2	712802	712804	#007bff	1.0	Message Send Top Level Region Return total=2 us start=712802 us stop=712804 us
3	712911	712931	#0057ff	1.0	Message Send Index Partition Node total=20 us start=712911 us stop=712931 us
3	712937	712946	#ff6b00	1.0	Message Index Partition Destruction total=9 us start=712937 us stop=712946 us
2	712946	712951	#ff0059	1.0	Message Send Index Space Node total=5 us start=712946 us stop=712951 us
3	712955	712957	#ffdd00	1.0	Message Index Space Destruction total=2 us start=712955 us stop=712957 us
2	712957	712959	#97ff00	1.0	Message Send Index Space Return total=2 us start=712957 us stop=712959 us
4	713086	713088	#FFC0CB	1.0	ProfTask <865> total=2 us start=713086 us stop=713088 us
4	713142	713160	#ff0035	1.0	Message Send Manager Request total=18 us start=713142 us stop=713160 us
4	713302	713315	#01ff00	1.0	Message Send Constraint Request total=13 us start=713302 us stop=713315 us
4	713424	713432	#fffb00	1.0	Message Distributed GC Update total=8 us start=713424 us stop=713432 us
4	713439	713443	#07ff00	1.0	Message Distributed Valid Update total=4 us start=713439 us stop=713443 us
4	713450	713451	#07ff00	1.0	Message Distributed Valid Update total=1 us start=713450 us stop=713451 us
4	713496	713503	#ff00bf	1.0	Message Send GC Priority Update total=7 us start=713496 us stop=713503 us
4	713516	713546	#b5ff00	1.0	Message Send Create Top View Request total=30 us start=713516 us stop=713546 us
4	713845	713857	#ff004d	1.0	Message Send View Request total=12 us start=713845 us stop=713857 us
4	718643	718650	#fffb00	1.0	Message Distributed GC Update total=7 us start=718643 us stop=718650 us
4	718684	719963	#006600	1.0	Post initiated by="init <112> (<-init <96> (<-init <81> (<-init <49>)))" total=1279 us start=718684 us stop=719963 us
4	719975	720029	#00b1ff	1.0	Message Task Message total=54 us start=719975 us stop=720029 us
4	720034	720060	#006fff	1.0	Scheduler initiated by="Operation <0>" total=26 us start=720034 us stop=720060 us
4	720065	720067	#003fff	1.0	State Analaysis initiated by="trans <128> (<-trans <609> (<-trans <337>))" total=2 us start=720065 us stop=720067 us
4	720070	720073	#FFC0CB	1.0	ProfTask <112> total=3 us start=720070 us stop=720073 us
4	720074	720076	#FFC0CB	1.0	ProfTask <112> total=2 us start=720074 us stop=720076 us
4	720077	720078	#FFC0CB	1.0	ProfTask total=1 us start=720077 us stop=720078 us
4	720079	720099	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="trans <128> (<-trans <609> (<-trans <337>))" total=20 us start=720079 us stop=720099 us
4	720104	720105	#FFC0CB	1.0	ProfTask <128> total=1 us start=720104 us stop=720105 us
4	720106	720106	#FFC0CB	1.0	ProfTask <128> total=0 us start=720106 us stop=720106 us
4	720115	720117	#ff00e3	1.0	Decrement Pending Task initiated by="trans <144> (<-trans <128> (<-trans <609> (<-trans <337>)))" total=2 us start=720115 us stop=720117 us
4	720122	720123	#FFC0CB	1.0	ProfTask <144> total=1 us start=720122 us stop=720123 us
4	722533	722544	#19ff00	1.0	Message Individual Remote Mapped total=11 us start=722533 us stop=722544 us
4	722550	722552	#b500ff	1.0	Trigger Complete initiated by="main <16>" total=2 us start=722550 us stop=722552 us
4	722558	722559	#FFC0CB	1.0	ProfTask <16> total=1 us start=722558 us stop=722559 us
4	766730	766822	#006600	1.0	Post initiated by="trans <144> (<-trans <128> (<-trans <609> (<-trans <337>)))" total=92 us start=766730 us stop=766822 us
4	766828	766831	#FFC0CB	1.0	ProfTask <144> total=3 us start=766828 us stop=766831 us
4	766833	766835	#FFC0CB	1.0	ProfTask <144> total=2 us start=766833 us stop=766835 us
4	839850	846058	#1300ff	1.0	Message Send Back Logical State total=6208 us start=839850 us stop=846058 us
4	846059	846094	#1300ff	1.0	Message Send Back Logical State total=35 us start=846059 us stop=846094 us
3	846094	846117	#1300ff	1.0	Message Send Back Logical State total=23 us start=846094 us stop=846117 us
4	846117	846146	#1300ff	1.0	Message Send Back Logical State total=29 us start=846117 us stop=846146 us
3	846146	846175	#1300ff	1.0	Message Send Back Logical State total=29 us start=846146 us stop=846175 us
4	846176	846202	#1300ff	1.0	Message Send Back Logical State total=26 us start=846176 us stop=846202 us
3	846202	846236	#1300ff	1.0	Message Send Back Logical State total=34 us start=846202 us stop=846236 us
4	846236	846268	#1300ff	1.0	Message Send Back Logical State total=32 us start=846236 us stop=846268 us
3	846268	846294	#1300ff	1.0	Message Send Back Logical State total=26 us start=846268 us stop=846294 us
4	846295	846327	#1300ff	1.0	Message Send Back Logical State total=32 us start=846295 us stop=846327 us
3	846327	846354	#1300ff	1.0	Message Send Back Logical State total=27 us start=846327 us stop=846354 us
4	846354	846382	#1300ff	1.0	Message Send Back Logical State total=28 us start=846354 us stop=846382 us
3	846382	846412	#1300ff	1.0	Message Send Back Logical State total=30 us start=846382 us stop=846412 us
4	846412	846440	#1300ff	1.0	Message Send Back Logical State total=28 us start=846412 us stop=846440 us
3	846440	846466	#1300ff	1.0	Message Send Back Logical State total=26 us start=846440 us stop=846466 us
4	846466	846491	#1300ff	1.0	Message Send Back Logical State total=25 us start=846466 us stop=846491 us
3	846491	847829	#1300ff	1.0	Message Send Back Logical State total=1338 us start=846491 us stop=847829 us
4	847830	847843	#1300ff	1.0	Message Send Back Logical State total=13 us start=847830 us stop=847843 us
3	847843	847882	#1300ff	1.0	Message Send Back Logical State total=39 us start=847843 us stop=847882 us
4	847883	848043	#1300ff	1.0	Message Send Back Logical State total=160 us start=847883 us stop=848043 us
3	847924	847954	#9d00ff	1.0	Message Send Remote Context Free total=30 us start=847924 us stop=847954 us
3	847980	847991	#ff0059	1.0	Message Send Index Space Node total=11 us start=847980 us stop=847991 us
3	847996	847999	#ffdd00	1.0	Message Index Space Destruction total=3 us start=847996 us stop=847999 us
2	847999	848003	#97ff00	1.0	Message Send Index Space Return total=4 us start=847999 us stop=848003 us
3	848043	848144	#1300ff	1.0	Message Send Back Logical State total=101 us start=848043 us stop=848144 us
4	848095	848101	#ff0059	1.0	Message Send Index Space Node total=6 us start=848095 us stop=848101 us
4	848109	848112	#ffdd00	1.0	Message Index Space Destruction total=3 us start=848109 us stop=848112 us
2	848112	848114	#97ff00	1.0	Message Send Index Space Return total=2 us start=848112 us stop=848114 us
4	848145	848252	#1300ff	1.0	Message Send Back Logical State total=107 us start=848145 us stop=848252 us
3	848200	848206	#ff0059	1.0	Message Send Index Space Node total=6 us start=848200 us stop=848206 us
3	848212	848214	#ffdd00	1.0	Message Index Space Destruction total=2 us start=848212 us stop=848214 us
2	848214	848216	#97ff00	1.0	Message Send Index Space Return total=2 us start=848214 us stop=848216 us
3	848252	848365	#1300ff	1.0	Message Send Back Logical State total=113 us start=848252 us stop=848365 us
4	848316	848322	#ff0059	1.0	Message Send Index Space Node total=6 us start=848316 us stop=848322 us
4	848328	848330	#ffdd00	1.0	Message Index Space Destruction total=2 us start=848328 us stop=848330 us
2	848330	848331	#97ff00	1.0	Message Send Index Space Return total=1 us start=848330 us stop=848331 us
4	848365	848473	#1300ff	1.0	Message Send Back Logical State total=108 us start=848365 us stop=848473 us
3	848422	848428	#ff0059	1.0	Message Send Index Space Node total=6 us start=848422 us stop=848428 us
3	848434	848436	#ffdd00	1.0	Message Index Space Destruction total=2 us start=848434 us stop=848436 us
2	848436	848437	#97ff00	1.0	Message Send Index Space Return total=1 us start=848436 us stop=848437 us
3	848473	848579	#1300ff	1.0	Message Send Back Logical State total=106 us start=848473 us stop=848579 us
4	848530	848536	#ff0059	1.0	Message Send Index Space Node total=6 us start=848530 us stop=848536 us
4	848542	848544	#ffdd00	1.0	Message Index Space Destruction total=2 us start=848542 us stop=848544 us
2	848544	848545	#97ff00	1.0	Message Send Index Space Return total=1 us start=848544 us stop=848545 us
4	848579	848688	#1300ff	1.0	Message Send Back Logical State total=109 us start=848579 us stop=848688 us
3	848637	848643	#ff0059	1.0	Message Send Index Space Node total=6 us start=848637 us stop=848643 us
3	848649	848650	#ffdd00	1.0	Message Index Space Destruction total=1 us start=848649 us stop=848650 us
2	848650	848652	#97ff00	1.0	Message Send Index Space Return total=2 us start=848650 us stop=848652 us
3	848688	848799	#1300ff	1.0	Message Send Back Logical State total=111 us start=848688 us stop=848799 us
4	848744	848750	#ff0059	1.0	Message Send Index Space Node total=6 us start=848744 us stop=848750 us
4	848757	848758	#ffdd00	1.0	Message Index Space Destruction total=1 us start=848757 us stop=848758 us
4	848759	848760	#97ff00	1.0	Message Send Index Space Return total=1 us start=848759 us stop=848760 us
4	848799	848892	#1300ff	1.0	Message Send Back Logical State total=93 us start=848799 us stop=848892 us
3	848845	848850	#ff0059	1.0	Message Send Index Space Node total=5 us start=848845 us stop=848850 us
3	848857	848858	#ffdd00	1.0	Message Index Space Destruction total=1 us start=848857 us stop=848858 us
2	848858	848860	#97ff00	1.0	Message Send Index Space Return total=2 us start=848858 us stop=848860 us
3	848892	849007	#1300ff	1.0	Message Send Back Logical State total=115 us start=848892 us stop=849007 us
4	848949	848956	#ff0059	1.0	Message Send Index Space Node total=7 us start=848949 us stop=848956 us
4	848962	848964	#ffdd00	1.0	Message Index Space Destruction total=2 us start=848962 us stop=848964 us
2	848964	848965	#97ff00	1.0	Message Send Index Space Return total=1 us start=848964 us stop=848965 us
4	849007	849110	#1300ff	1.0	Message Send Back Logical State total=103 us start=849007 us stop=849110 us
3	849063	849069	#ff0059	1.0	Message Send Index Space Node total=6 us start=849063 us stop=849069 us
3	849076	849077	#ffdd00	1.0	Message Index Space Destruction total=1 us start=849076 us stop=849077 us
3	849078	849079	#97ff00	1.0	Message Send Index Space Return total=1 us start=849078 us stop=849079 us
3	849110	849378	#1300ff	1.0	Message Send Back Logical State total=268 us start=849110 us stop=849378 us
4	849167	849326	#ff0059	1.0	Message Send Index Space Node total=159 us start=849167 us stop=849326 us
4	849339	849341	#ffdd00	1.0	Message Index Space Destruction total=2 us start=849339 us stop=849341 us
2	849341	849343	#97ff00	1.0	Message Send Index Space Return total=2 us start=849341 us stop=849343 us
4	849379	849480	#1300ff	1.0	Message Send Back Logical State total=101 us start=849379 us stop=849480 us
3	849434	849440	#ff0059	1.0	Message Send Index Space Node total=6 us start=849434 us stop=849440 us
3	849446	849447	#ffdd00	1.0	Message Index Space Destruction total=1 us start=849446 us stop=849447 us
2	849447	849449	#97ff00	1.0	Message Send Index Space Return total=2 us start=849447 us stop=849449 us
3	849480	849586	#1300ff	1.0	Message Send Back Logical State total=106 us start=849480 us stop=849586 us
4	849535	849541	#ff0059	1.0	Message Send Index Space Node total=6 us start=849535 us stop=849541 us
4	849547	849549	#ffdd00	1.0	Message Index Space Destruction total=2 us start=849547 us stop=849549 us
2	849549	849550	#97ff00	1.0	Message Send Index Space Return total=1 us start=849549 us stop=849550 us
4	849586	849682	#1300ff	1.0	Message Send Back Logical State total=96 us start=849586 us stop=849682 us
3	849638	849644	#ff0059	1.0	Message Send Index Space Node total=6 us start=849638 us stop=849644 us
3	849649	849651	#ffdd00	1.0	Message Index Space Destruction total=2 us start=849649 us stop=849651 us
2	849651	849652	#97ff00	1.0	Message Send Index Space Return total=1 us start=849651 us stop=849652 us
3	849682	849725	#1300ff	1.0	Message Send Back Logical State total=43 us start=849682 us stop=849725 us
4	849726	849744	#1300ff	1.0	Message Send Back Logical State total=18 us start=849726 us stop=849744 us
3	849744	851084	#ffef00	1.0	Message Individual Remote Complete total=1340 us start=849744 us stop=851084 us
4	851095	851943	#0087ff	1.0	Message Individual Remote Commit total=848 us start=851095 us stop=851943 us
4	851950	852377	#07ff00	1.0	Message Distributed Valid Update total=427 us start=851950 us stop=852377 us
4	852385	852396	#0081ff	1.0	Message Distributed Resource Update total=11 us start=852385 us stop=852396 us
4	852401	852404	#07ff00	1.0	Message Distributed Valid Update total=3 us start=852401 us stop=852404 us
4	852408	852411	#0081ff	1.0	Message Distributed Resource Update total=3 us start=852408 us stop=852411 us
4	852417	852419	#07ff00	1.0	Message Distributed Valid Update total=2 us start=852417 us stop=852419 us
4	852424	852426	#0081ff	1.0	Message Distributed Resource Update total=2 us start=852424 us stop=852426 us
4	852430	852433	#07ff00	1.0	Message Distributed Valid Update total=3 us start=852430 us stop=852433 us
4	852436	852437	#07ff00	1.0	Message Distributed Valid Update total=1 us start=852436 us stop=852437 us
4	852439	852440	#fffb00	1.0	Message Distributed GC Update total=1 us start=852439 us stop=852440 us
4	852443	852446	#0081ff	1.0	Message Distributed Resource Update total=3 us start=852443 us stop=852446 us
4	852448	852451	#07ff00	1.0	Message Distributed Valid Update total=3 us start=852448 us stop=852451 us
4	852456	852458	#0081ff	1.0	Message Distributed Resource Update total=2 us start=852456 us stop=852458 us
4	852461	852465	#07ff00	1.0	Message Distributed Valid Update total=4 us start=852461 us stop=852465 us
4	852469	852471	#0081ff	1.0	Message Distributed Resource Update total=2 us start=852469 us stop=852471 us
4	852475	852477	#07ff00	1.0	Message Distributed Valid Update total=2 us start=852475 us stop=852477 us
4	852481	852485	#0081ff	1.0	Message Distributed Resource Update total=4 us start=852481 us stop=852485 us
4	852490	852493	#07ff00	1.0	Message Distributed Valid Update total=3 us start=852490 us stop=852493 us
4	852496	852499	#0081ff	1.0	Message Distributed Resource Update total=3 us start=852496 us stop=852499 us
4	852501	852504	#07ff00	1.0	Message Distributed Valid Update total=3 us start=852501 us stop=852504 us
4	852509	852511	#0081ff	1.0	Message Distributed Resource Update total=2 us start=852509 us stop=852511 us
4	852516	852518	#07ff00	1.0	Message Distributed Valid Update total=2 us start=852516 us stop=852518 us
4	852522	852524	#0081ff	1.0	Message Distributed Resource Update total=2 us start=852522 us stop=852524 us
4	852529	852531	#07ff00	1.0	Message Distributed Valid Update total=2 us start=852529 us stop=852531 us
4	852534	852537	#0081ff	1.0	Message Distributed Resource Update total=3 us start=852534 us stop=852537 us
4	852541	852543	#07ff00	1.0	Message Distributed Valid Update total=2 us start=852541 us stop=852543 us
4	852548	852551	#0081ff	1.0	Message Distributed Resource Update total=3 us start=852548 us stop=852551 us
4	852553	852556	#07ff00	1.0	Message Distributed Valid Update total=3 us start=852553 us stop=852556 us
4	852559	852562	#0081ff	1.0	Message Distributed Resource Update total=3 us start=852559 us stop=852562 us
4	852570	852572	#07ff00	1.0	Message Distributed Valid Update total=2 us start=852570 us stop=852572 us
