level	start	end	color	opacity	title
3	82799	83220	#ff0077	0.45	Deferred Slice initiated by="init <10> (<-init <5>)" total=834 us start=82393 us stop=83227 us (wait for 823 us)
3	83220	83227	#ff0077	1.0	Deferred Slice initiated by="init <10> (<-init <5>)" total=834 us start=82393 us stop=83227 us (wait for 823 us)
2	82399	82400	#ff0077	1.0	Deferred Slice initiated by="init <11> (<-init <5>)" total=838 us start=82399 us stop=83237 us (wait for 832 us)
2	82400	83210	#ff0077	0.15	Deferred Slice initiated by="init <11> (<-init <5>)" total=838 us start=82399 us stop=83237 us (wait for 832 us)
2	83210	83232	#ff0077	0.45	Deferred Slice initiated by="init <11> (<-init <5>)" total=838 us start=82399 us stop=83237 us (wait for 832 us)
2	83232	83237	#ff0077	1.0	Deferred Slice initiated by="init <11> (<-init <5>)" total=838 us start=82399 us stop=83237 us (wait for 832 us)
1	82797	83212	#ff00e3	1.0	Decrement Pending Task initiated by="init <16> (<-init <9> (<-init <5>))" total=415 us start=82797 us stop=83212 us
3	83242	83246	#ff0077	1.0	Deferred Slice initiated by="init <12> (<-init <5>)" total=4 us start=83242 us stop=83246 us
3	83250	83254	#ff0077	1.0	Deferred Slice initiated by="init <13> (<-init <5>)" total=4 us start=83250 us stop=83254 us
3	83258	83262	#ff0077	1.0	Deferred Slice initiated by="init <14> (<-init <5>)" total=4 us start=83258 us stop=83262 us
4	83676	83692	#006fff	1.0	Scheduler initiated by="Operation <0>" total=16 us start=83676 us stop=83692 us
4	83696	83707	#006fff	1.0	Scheduler initiated by="Operation <0>" total=11 us start=83696 us stop=83707 us
4	83711	83720	#006fff	1.0	Scheduler initiated by="Operation <0>" total=9 us start=83711 us stop=83720 us
4	83724	83734	#006fff	1.0	Scheduler initiated by="Operation <0>" total=10 us start=83724 us stop=83734 us
4	83738	83747	#006fff	1.0	Scheduler initiated by="Operation <0>" total=9 us start=83738 us stop=83747 us
4	83751	83761	#006fff	1.0	Scheduler initiated by="Operation <0>" total=10 us start=83751 us stop=83761 us
4	83765	83779	#006fff	1.0	Scheduler initiated by="Operation <0>" total=14 us start=83765 us stop=83779 us
4	83783	84056	#FFC0CB	1.0	ProfTask total=273 us start=83783 us stop=84056 us
4	84059	84060	#FFC0CB	1.0	ProfTask <6> total=1 us start=84059 us stop=84060 us
4	84061	84074	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="structured_partition <6>" total=13 us start=84061 us stop=84074 us
4	84079	84094	#006fff	1.0	Scheduler initiated by="Operation <0>" total=15 us start=84079 us stop=84094 us
4	84097	84098	#FFC0CB	1.0	ProfTask total=1 us start=84097 us stop=84098 us
4	84099	84100	#FFC0CB	1.0	ProfTask <7> total=1 us start=84099 us stop=84100 us
4	84101	84101	#FFC0CB	1.0	ProfTask <8> total=0 us start=84101 us stop=84101 us
4	84102	84104	#FFC0CB	1.0	ProfTask <15> total=2 us start=84102 us stop=84104 us
4	84105	84106	#FFC0CB	1.0	ProfTask <16> total=1 us start=84105 us stop=84106 us
4	84107	84107	#FFC0CB	1.0	ProfTask <15> total=0 us start=84107 us stop=84107 us
4	84108	84109	#FFC0CB	1.0	ProfTask <9> total=1 us start=84108 us stop=84109 us
4	84110	84111	#FFC0CB	1.0	ProfTask <16> total=1 us start=84110 us stop=84111 us
4	84112	84486	#FFC0CB	1.0	ProfTask <10> total=374 us start=84112 us stop=84486 us
4	84490	84490	#FFC0CB	1.0	ProfTask <11> total=0 us start=84490 us stop=84490 us
4	84491	84492	#FFC0CB	1.0	ProfTask <12> total=1 us start=84491 us stop=84492 us
4	84493	84494	#FFC0CB	1.0	ProfTask <13> total=1 us start=84493 us stop=84494 us
4	84495	84495	#FFC0CB	1.0	ProfTask <14> total=0 us start=84495 us stop=84495 us
4	84496	84496	#FFC0CB	1.0	ProfTask <5> total=0 us start=84496 us stop=84496 us
4	84498	86705	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <7> (<-init <5>)" total=3005 us start=84498 us stop=87503 us (wait for 350 us)
4	86705	86710	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="init <7> (<-init <5>)" total=3005 us start=84498 us stop=87503 us (wait for 350 us)
4	86710	87055	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="init <7> (<-init <5>)" total=3005 us start=84498 us stop=87503 us (wait for 350 us)
4	87055	87503	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <7> (<-init <5>)" total=3005 us start=84498 us stop=87503 us (wait for 350 us)
3	86709	87047	#ff00e3	1.0	Decrement Pending Task initiated by="init <17> (<-init <7> (<-init <5>))" total=338 us start=86709 us stop=87047 us
4	87509	87510	#FFC0CB	1.0	ProfTask total=1 us start=87509 us stop=87510 us
4	87512	89226	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <8> (<-init <5>)" total=3477 us start=87512 us stop=90989 us (wait for 36 us)
4	89226	89237	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="init <8> (<-init <5>)" total=3477 us start=87512 us stop=90989 us (wait for 36 us)
4	89237	89248	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="init <8> (<-init <5>)" total=3477 us start=87512 us stop=90989 us (wait for 36 us)
4	89248	90146	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <8> (<-init <5>)" total=3477 us start=87512 us stop=90989 us (wait for 36 us)
4	90146	90152	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="init <8> (<-init <5>)" total=3477 us start=87512 us stop=90989 us (wait for 36 us)
4	90152	90160	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="init <8> (<-init <5>)" total=3477 us start=87512 us stop=90989 us (wait for 36 us)
4	90160	90989	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <8> (<-init <5>)" total=3477 us start=87512 us stop=90989 us (wait for 36 us)
3	88772	89210	#ff7700	1.0	Mapper Call map_task for init <19> (<-init <8> (<-init <5>)) total=438 us start=88772 us stop=89210 us
3	89233	89240	#ff00e3	1.0	Decrement Pending Task initiated by="init <18> (<-init <7> (<-init <5>))" total=7 us start=89233 us stop=89240 us
3	89671	90135	#ff7700	1.0	Mapper Call map_task for init <20> (<-init <8> (<-init <5>)) total=464 us start=89671 us stop=90135 us
3	90150	90154	#ff00e3	1.0	Decrement Pending Task initiated by="init <19> (<-init <8> (<-init <5>))" total=4 us start=90150 us stop=90154 us
4	91004	91008	#FFC0CB	1.0	ProfTask total=4 us start=91004 us stop=91008 us
4	91010	92776	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3233 us start=91010 us stop=94243 us (wait for 61 us)
4	92776	92793	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3233 us start=91010 us stop=94243 us (wait for 61 us)
4	92793	92810	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3233 us start=91010 us stop=94243 us (wait for 61 us)
4	92810	93742	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3233 us start=91010 us stop=94243 us (wait for 61 us)
4	93742	93754	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3233 us start=91010 us stop=94243 us (wait for 61 us)
4	93754	93769	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3233 us start=91010 us stop=94243 us (wait for 61 us)
4	93769	94243	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3233 us start=91010 us stop=94243 us (wait for 61 us)
3	92326	92510	#ff7700	1.0	Mapper Call map_task for init <21> (<-init <10> (<-init <5>)) total=184 us start=92326 us stop=92510 us
3	92788	92798	#ff00e3	1.0	Decrement Pending Task initiated by="init <20> (<-init <8> (<-init <5>))" total=10 us start=92788 us stop=92798 us
3	93230	93720	#ff7700	1.0	Mapper Call map_task for init <22> (<-init <10> (<-init <5>)) total=490 us start=93230 us stop=93720 us
3	93750	93757	#ff00e3	1.0	Decrement Pending Task initiated by="init <21> (<-init <10> (<-init <5>))" total=7 us start=93750 us stop=93757 us
4	94256	94616	#FFC0CB	1.0	ProfTask total=360 us start=94256 us stop=94616 us
4	94629	94632	#ff00e3	1.0	Decrement Pending Task initiated by="init <22> (<-init <10> (<-init <5>))" total=3 us start=94629 us stop=94632 us
4	94640	98870	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <11> (<-init <5>)" total=4230 us start=94640 us stop=98870 us
3	96303	96916	#ff7700	1.0	Mapper Call map_task for init <23> (<-init <11> (<-init <5>)) total=613 us start=96303 us stop=96916 us
3	97469	98209	#ff7700	1.0	Mapper Call map_task for init <24> (<-init <11> (<-init <5>)) total=740 us start=97469 us stop=98209 us
4	98894	98899	#FFC0CB	1.0	ProfTask total=5 us start=98894 us stop=98899 us
4	98906	103328	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <12> (<-init <5>)" total=4422 us start=98906 us stop=103328 us
3	100716	101947	#ff7700	1.0	Mapper Call map_task for init <25> (<-init <12> (<-init <5>)) total=1231 us start=100716 us stop=101947 us
3	102420	102879	#ff7700	1.0	Mapper Call map_task for init <26> (<-init <12> (<-init <5>)) total=459 us start=102420 us stop=102879 us
4	103340	103343	#FFC0CB	1.0	ProfTask total=3 us start=103340 us stop=103343 us
4	103346	104160	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <13> (<-init <5>)" total=814 us start=103346 us stop=104160 us
3	103782	103913	#ff7700	1.0	Mapper Call map_task for init <27> (<-init <13> (<-init <5>)) total=131 us start=103782 us stop=103913 us
3	103991	104094	#ff7700	1.0	Mapper Call map_task for init <28> (<-init <13> (<-init <5>)) total=103 us start=103991 us stop=104094 us
4	104183	104186	#FFC0CB	1.0	ProfTask total=3 us start=104183 us stop=104186 us
4	104195	104647	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <14> (<-init <5>)" total=452 us start=104195 us stop=104647 us
3	104270	104399	#ff7700	1.0	Mapper Call map_task for init <29> (<-init <14> (<-init <5>)) total=129 us start=104270 us stop=104399 us
4	104659	104671	#FFC0CB	1.0	ProfTask total=12 us start=104659 us stop=104671 us
4	104675	104676	#FFC0CB	1.0	ProfTask <6> total=1 us start=104675 us stop=104676 us
4	104679	104742	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="structured_partition <6>" total=63 us start=104679 us stop=104742 us
4	104750	104751	#FFC0CB	1.0	ProfTask total=1 us start=104750 us stop=104751 us
4	104754	104755	#FFC0CB	1.0	ProfTask <17> total=1 us start=104754 us stop=104755 us
4	104758	104758	#FFC0CB	1.0	ProfTask <18> total=0 us start=104758 us stop=104758 us
4	104761	104761	#FFC0CB	1.0	ProfTask <17> total=0 us start=104761 us stop=104761 us
4	104763	104764	#FFC0CB	1.0	ProfTask <7> total=1 us start=104763 us stop=104764 us
4	104766	104766	#FFC0CB	1.0	ProfTask <19> total=0 us start=104766 us stop=104766 us
4	104768	104769	#FFC0CB	1.0	ProfTask <18> total=1 us start=104768 us stop=104769 us
4	104772	104772	#FFC0CB	1.0	ProfTask <20> total=0 us start=104772 us stop=104772 us
4	104774	104777	#FFC0CB	1.0	ProfTask <19> total=3 us start=104774 us stop=104777 us
4	104779	104780	#FFC0CB	1.0	ProfTask <8> total=1 us start=104779 us stop=104780 us
4	104782	104782	#FFC0CB	1.0	ProfTask <21> total=0 us start=104782 us stop=104782 us
4	104784	104784	#FFC0CB	1.0	ProfTask <20> total=0 us start=104784 us stop=104784 us
4	104786	104786	#FFC0CB	1.0	ProfTask <22> total=0 us start=104786 us stop=104786 us
4	104788	104789	#FFC0CB	1.0	ProfTask <21> total=1 us start=104788 us stop=104789 us
4	104791	104792	#FFC0CB	1.0	ProfTask <10> total=1 us start=104791 us stop=104792 us
4	104794	104795	#FFC0CB	1.0	ProfTask <22> total=1 us start=104794 us stop=104795 us
4	104797	104797	#FFC0CB	1.0	ProfTask <23> total=0 us start=104797 us stop=104797 us
4	104799	104799	#FFC0CB	1.0	ProfTask <24> total=0 us start=104799 us stop=104799 us
4	104801	104802	#FFC0CB	1.0	ProfTask <11> total=1 us start=104801 us stop=104802 us
4	104804	104804	#FFC0CB	1.0	ProfTask <25> total=0 us start=104804 us stop=104804 us
4	104805	104805	#FFC0CB	1.0	ProfTask <26> total=0 us start=104805 us stop=104805 us
4	104806	104807	#FFC0CB	1.0	ProfTask <12> total=1 us start=104806 us stop=104807 us
4	104808	104808	#FFC0CB	1.0	ProfTask <27> total=0 us start=104808 us stop=104808 us
4	104809	104810	#FFC0CB	1.0	ProfTask <28> total=1 us start=104809 us stop=104810 us
3	104810	104811	#FFC0CB	1.0	ProfTask <13> total=1 us start=104810 us stop=104811 us
4	104812	104812	#FFC0CB	1.0	ProfTask <29> total=0 us start=104812 us stop=104812 us
4	104813	104814	#FFC0CB	1.0	ProfTask <30> total=1 us start=104813 us stop=104814 us
4	104815	104815	#FFC0CB	1.0	ProfTask <14> total=0 us start=104815 us stop=104815 us
4	104817	104817	#FFC0CB	1.0	ProfTask <6> total=0 us start=104817 us stop=104817 us
4	191653	191948	#006600	1.0	Post initiated by="init <17> (<-init <7> (<-init <5>))" total=295 us start=191653 us stop=191948 us
4	191963	191967	#ff00e3	1.0	Decrement Pending Task initiated by="init <23> (<-init <11> (<-init <5>))" total=4 us start=191963 us stop=191967 us
4	191975	191981	#FFC0CB	1.0	ProfTask <17> total=6 us start=191975 us stop=191981 us
4	191984	191988	#FFC0CB	1.0	ProfTask <17> total=4 us start=191984 us stop=191988 us
4	191989	191991	#FFC0CB	1.0	ProfTask <23> total=2 us start=191989 us stop=191991 us
4	195597	195931	#006600	1.0	Post initiated by="init <18> (<-init <7> (<-init <5>))" total=334 us start=195597 us stop=195931 us
4	195946	195948	#ff00e3	1.0	Decrement Pending Task initiated by="init <24> (<-init <11> (<-init <5>))" total=2 us start=195946 us stop=195948 us
4	195953	195958	#FFC0CB	1.0	ProfTask <18> total=5 us start=195953 us stop=195958 us
4	195960	195964	#FFC0CB	1.0	ProfTask <18> total=4 us start=195960 us stop=195964 us
4	195965	195966	#FFC0CB	1.0	ProfTask <24> total=1 us start=195965 us stop=195966 us
4	203665	203748	#006600	1.0	Post initiated by="init <15> (<-init <9> (<-init <5>))" total=83 us start=203665 us stop=203748 us
4	203783	203787	#ff00e3	1.0	Decrement Pending Task initiated by="init <25> (<-init <12> (<-init <5>))" total=4 us start=203783 us stop=203787 us
4	203796	203801	#FFC0CB	1.0	ProfTask <15> total=5 us start=203796 us stop=203801 us
4	203804	203807	#FFC0CB	1.0	ProfTask <15> total=3 us start=203804 us stop=203807 us
4	203808	204234	#FFC0CB	1.0	ProfTask <25> total=426 us start=203808 us stop=204234 us
4	204292	204373	#006600	1.0	Post initiated by="init <16> (<-init <9> (<-init <5>))" total=81 us start=204292 us stop=204373 us
4	204389	204391	#ff00e3	1.0	Decrement Pending Task initiated by="init <26> (<-init <12> (<-init <5>))" total=2 us start=204389 us stop=204391 us
4	204397	204401	#FFC0CB	1.0	ProfTask <16> total=4 us start=204397 us stop=204401 us
4	204402	204404	#FFC0CB	1.0	ProfTask <16> total=2 us start=204402 us stop=204404 us
4	204405	204406	#FFC0CB	1.0	ProfTask <26> total=1 us start=204405 us stop=204406 us
4	205221	205241	#006600	1.0	Post initiated by="init <19> (<-init <8> (<-init <5>))" total=20 us start=205221 us stop=205241 us
4	205253	205254	#ff00e3	1.0	Decrement Pending Task initiated by="init <27> (<-init <13> (<-init <5>))" total=1 us start=205253 us stop=205254 us
4	205259	205260	#FFC0CB	1.0	ProfTask <19> total=1 us start=205259 us stop=205260 us
4	205261	205263	#FFC0CB	1.0	ProfTask <19> total=2 us start=205261 us stop=205263 us
4	205265	205265	#FFC0CB	1.0	ProfTask <27> total=0 us start=205265 us stop=205265 us
4	205515	205534	#006600	1.0	Post initiated by="init <21> (<-init <10> (<-init <5>))" total=19 us start=205515 us stop=205534 us
4	205804	205806	#ff00e3	1.0	Decrement Pending Task initiated by="init <28> (<-init <13> (<-init <5>))" total=2 us start=205804 us stop=205806 us
4	205814	205815	#FFC0CB	1.0	ProfTask <21> total=1 us start=205814 us stop=205815 us
4	205816	205818	#FFC0CB	1.0	ProfTask <21> total=2 us start=205816 us stop=205818 us
4	205820	205821	#FFC0CB	1.0	ProfTask <28> total=1 us start=205820 us stop=205821 us
4	209693	209814	#006600	1.0	Post initiated by="init <20> (<-init <8> (<-init <5>))" total=121 us start=209693 us stop=209814 us
4	209849	209851	#ff00e3	1.0	Decrement Pending Task initiated by="init <29> (<-init <14> (<-init <5>))" total=2 us start=209849 us stop=209851 us
4	209858	209863	#FFC0CB	1.0	ProfTask <20> total=5 us start=209858 us stop=209863 us
4	209866	209869	#FFC0CB	1.0	ProfTask <20> total=3 us start=209866 us stop=209869 us
4	209870	209871	#FFC0CB	1.0	ProfTask <29> total=1 us start=209870 us stop=209871 us
4	213823	213951	#006600	1.0	Post initiated by="init <22> (<-init <10> (<-init <5>))" total=128 us start=213823 us stop=213951 us
4	213989	213992	#ff00e3	1.0	Decrement Pending Task initiated by="init <30> (<-init <14> (<-init <5>))" total=3 us start=213989 us stop=213992 us
4	213999	214005	#FFC0CB	1.0	ProfTask <22> total=6 us start=213999 us stop=214005 us
4	214008	214011	#FFC0CB	1.0	ProfTask <22> total=3 us start=214008 us stop=214011 us
4	214013	214016	#FFC0CB	1.0	ProfTask <30> total=3 us start=214013 us stop=214016 us
4	310736	310838	#006600	1.0	Post initiated by="init <25> (<-init <12> (<-init <5>))" total=102 us start=310736 us stop=310838 us
4	310918	310922	#ff00e3	1.0	Decrement Pending Task initiated by="structured_partition <6>" total=4 us start=310918 us stop=310922 us
4	310931	310939	#FFC0CB	1.0	ProfTask <25> total=8 us start=310931 us stop=310939 us
4	310943	310946	#FFC0CB	1.0	ProfTask <25> total=3 us start=310943 us stop=310946 us
4	310948	310950	#FFC0CB	1.0	ProfTask <6> total=2 us start=310948 us stop=310950 us
4	310991	311158	#006600	1.0	Post initiated by="structured_partition <6>" total=167 us start=310991 us stop=311158 us
4	311180	311182	#FFC0CB	1.0	ProfTask <6> total=2 us start=311180 us stop=311182 us
4	311202	311204	#FFC0CB	1.0	ProfTask <6> total=2 us start=311202 us stop=311204 us
4	314223	314256	#006600	1.0	Post initiated by="init <23> (<-init <11> (<-init <5>))" total=33 us start=314223 us stop=314256 us
4	314266	314313	#006600	1.0	Post initiated by="init <26> (<-init <12> (<-init <5>))" total=47 us start=314266 us stop=314313 us
4	314320	314322	#FFC0CB	1.0	ProfTask <23> total=2 us start=314320 us stop=314322 us
4	314323	314324	#FFC0CB	1.0	ProfTask <26> total=1 us start=314323 us stop=314324 us
4	314326	314327	#FFC0CB	1.0	ProfTask <23> total=1 us start=314326 us stop=314327 us
4	314329	314330	#FFC0CB	1.0	ProfTask <26> total=1 us start=314329 us stop=314330 us
4	320176	320211	#006600	1.0	Post initiated by="init <29> (<-init <14> (<-init <5>))" total=35 us start=320176 us stop=320211 us
4	320222	320226	#FFC0CB	1.0	ProfTask <29> total=4 us start=320222 us stop=320226 us
4	320229	320242	#FFC0CB	1.0	ProfTask <29> total=13 us start=320229 us stop=320242 us
4	320478	320540	#006600	1.0	Post initiated by="init <30> (<-init <14> (<-init <5>))" total=62 us start=320478 us stop=320540 us
4	320564	320567	#FFC0CB	1.0	ProfTask <30> total=3 us start=320564 us stop=320567 us
4	320582	320583	#FFC0CB	1.0	ProfTask <30> total=1 us start=320582 us stop=320583 us
4	320733	321900	#0093ff	1.0	Logical Dependence Analysis initiated by="trans <31>" total=1167 us start=320733 us stop=321900 us
4	321910	322836	#006600	1.0	Post initiated by="test <3>" total=926 us start=321910 us stop=322836 us
4	322854	322892	#006fff	1.0	Scheduler initiated by="Operation <0>" total=38 us start=322854 us stop=322892 us
4	322897	322951	#FFC0CB	1.0	ProfTask <3> total=54 us start=322897 us stop=322951 us
4	322956	322957	#FFC0CB	1.0	ProfTask <31> total=1 us start=322956 us stop=322957 us
4	322959	322970	#FFC0CB	1.0	ProfTask <3> total=11 us start=322959 us stop=322970 us
4	322973	323358	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="trans <31>" total=2512 us start=322973 us stop=325485 us (wait for 2123 us)
4	323358	325477	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="trans <31>" total=2512 us start=322973 us stop=325485 us (wait for 2123 us)
4	325477	325481	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="trans <31>" total=2512 us start=322973 us stop=325485 us (wait for 2123 us)
4	325481	325485	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="trans <31>" total=2512 us start=322973 us stop=325485 us (wait for 2123 us)
3	323393	323417	#ff0077	1.0	Deferred Slice initiated by="trans <32> (<-trans <31>)" total=24 us start=323393 us stop=323417 us
